disease,state,year,weeks_reporting,count,population
Polio,New Hampshire,1994,48,76,1168313.0
Polio,New Hampshire,1995,46,52,1181155.0
Polio,New Hampshire,1996,49,161,1193299.0
Polio,New Hampshire,1997,51,122,1204785.0
Polio,New Hampshire,1998,44,95,1215662.0
Polio,New Hampshire,1999,47,50,1225978.0
Polio,New Hampshire,2000,51,127,1235786.0
Polio,New Hampshire,2001,46,36,1245139.0
Polio,New Hampshire,2002,43,22,1254081.0
Polio,New Hampshire,2003,40,48,1262657.0
Polio,New Hampshire,2004,41,91,1270912.0
Polio,New Hampshire,2005,32,101,1278893.0
Polio,New Hampshire,2006,44,87,1286651.0
Polio,New Hampshire,2007,47,51,1294235.0
Polio,New Hampshire,2008,44,33,1301697.0
Polio,New Hampshire,2009,49,75,1309091.0
Polio,New Hampshire,2010,49,19,1316470.0
Polio,New Hampshire,2011,48,111,1323882.0
Polio,New Jersey,1938,50,10654,4139930.0
Polio,New Jersey,1939,52,13376,4145741.0
Polio,New Jersey,1940,51,7913,4160165.0
Polio,New Jersey,1941,51,6682,4185678.0
Polio,New Jersey,1942,51,11596,4222214.0
Polio,New Jersey,1943,52,8141,4269107.0
Polio,New Jersey,1944,52,3607,4325732.0
Polio,New Jersey,1945,52,6739,4391485.0
Polio,New Jersey,1946,52,7053,4465764.0
Polio,New Jersey,1947,50,7990,4547954.0
Polio,New Jersey,1948,51,3001,4637411.0
Polio,New Jersey,1949,52,4495,4733450.0
Polio,New Jersey,1950,51,6142,4835329.0
Polio,New Jersey,1951,48,2863,4942332.0
Polio,New Jersey,1952,48,2178,5054058.0
Polio,New Jersey,1953,49,1788,5170160.0
Polio,New Jersey,1954,51,1975,5290250.0
Polio,New Jersey,1955,50,1196,5413897.0
Polio,New Jersey,1956,0,0,5540620.0
Polio,New Jersey,1957,0,0,5669886.0
Polio,New Jersey,1958,0,0,5801108.0
Polio,New Jersey,1959,0,0,5933642.0
Polio,New Jersey,1960,0,0,6066782.0
Polio,New Jersey,1961,0,0,6199707.0
Polio,New Jersey,1962,0,0,6331293.0
Polio,New Jersey,1963,0,0,6460272.0
Polio,New Jersey,1964,0,0,6585291.0
Polio,New Jersey,1965,0,0,6704920.0
Polio,New Jersey,1966,0,0,6817662.0
Polio,New Jersey,1967,0,0,6921960.0
Polio,New Jersey,1968,0,0,7016221.0
Polio,New Jersey,1969,0,0,7098828.0
Polio,New Jersey,1970,0,0,7168164.0
Polio,New Jersey,1971,0,0,7223179.0
Polio,New Jersey,1972,0,0,7265073.0
Polio,New Jersey,1973,0,0,7295705.0
Polio,New Jersey,1974,3,7,7317030.0
Polio,New Jersey,1975,0,0,7331068.0
Polio,New Jersey,1976,0,0,7339883.0
Polio,New Jersey,1977,0,0,7345561.0
Polio,New Jersey,1978,1,1,7350204.0
Polio,New Jersey,1979,2,8,7355920.0
Polio,New Jersey,1980,9,11,7364823.0
Polio,New Jersey,1981,7,8,7378668.0
Polio,New Jersey,1982,17,24,7397735.0
Polio,New Jersey,1983,49,19,7421942.0
Polio,New Jersey,1984,43,13,7451215.0
Polio,New Jersey,1985,43,12,7485491.0
Polio,New Jersey,1986,38,16,7524714.0
Polio,New Jersey,1987,48,25,7568834.0
Polio,New Jersey,1988,45,18,7617809.0
Polio,New Jersey,1989,31,23,7671604.0
Polio,New Jersey,1990,43,34,7730188.0
Polio,New Jersey,1991,45,11,7793388.0
Polio,New Jersey,1992,37,41,7860434.0
Polio,New Jersey,1993,43,44,7930377.0
Polio,New Jersey,1994,32,3,8002241.0
Polio,New Jersey,1995,32,14,8075011.0
Polio,New Jersey,1996,23,14,8147636.0
Polio,New Jersey,1997,33,6,8219025.0
Polio,New Jersey,1998,31,7,8288053.0
Polio,New Jersey,1999,26,0,8353559.0
Polio,New Jersey,2000,19,15,8414350.0
Polio,New Jersey,2001,38,22,8469501.0
Polio,New Jersey,2002,34,1,8519244.0
Polio,New Jersey,2003,41,103,8564124.0
Polio,New Jersey,2004,43,222,8604708.0
Polio,New Jersey,2005,45,234,8641583.0
Polio,New Jersey,2006,46,156,8675353.0
Polio,New Jersey,2007,49,138,8706635.0
Polio,New Jersey,2008,43,70,8736057.0
Polio,New Jersey,2009,44,156,8764261.0
Polio,New Jersey,2010,42,132,8791894.0
Polio,New Jersey,2011,47,195,8819504.0
Polio,New Mexico,1938,51,1447,507990.0
Polio,New Mexico,1939,52,1507,519913.0
Polio,New Mexico,1940,51,1380,531818.0
Polio,New Mexico,1941,51,1123,543636.0
Polio,New Mexico,1942,51,1034,555506.0
Polio,New Mexico,1943,52,590,567631.0
Polio,New Mexico,1944,51,223,580233.0
Polio,New Mexico,1945,48,353,593555.0
Polio,New Mexico,1946,52,527,607860.0
Polio,New Mexico,1947,50,811,623438.0
Polio,New Mexico,1948,45,677,640607.0
Polio,New Mexico,1949,38,200,659724.0
Polio,New Mexico,1950,48,940,681187.0
Polio,New Mexico,1951,47,843,705302.0
Polio,New Mexico,1952,48,538,731794.0
Polio,New Mexico,1953,45,364,760183.0
Polio,New Mexico,1954,48,273,789897.0
Polio,New Mexico,1955,48,744,820268.0
Polio,New Mexico,1956,0,0,850517.0
Polio,New Mexico,1957,0,0,879753.0
Polio,New Mexico,1958,0,0,906982.0
Polio,New Mexico,1959,0,0,931120.0
Polio,New Mexico,1960,0,0,951023.0
Polio,New Mexico,1961,0,0,965847.0
Polio,New Mexico,1962,0,0,976096.0
Polio,New Mexico,1963,0,0,982704.0
Polio,New Mexico,1964,0,0,986684.0
Polio,New Mexico,1965,0,0,989096.0
Polio,New Mexico,1966,0,0,991022.0
Polio,New Mexico,1967,0,0,993555.0
Polio,New Mexico,1968,0,0,997800.0
Polio,New Mexico,1969,0,0,1004888.0
Polio,New Mexico,1970,0,0,1016000.0
Polio,New Mexico,1971,0,0,1032078.0
Polio,New Mexico,1972,0,0,1052832.0
Polio,New Mexico,1973,0,0,1077656.0
Polio,New Mexico,1974,12,20,1105915.0
Polio,New Mexico,1975,14,23,1136922.0
Polio,New Mexico,1976,6,15,1169912.0
Polio,New Mexico,1977,19,40,1204026.0
Polio,New Mexico,1978,9,16,1238298.0
Polio,New Mexico,1979,11,26,1271650.0
Polio,New Mexico,1980,6,21,1302894.0
Polio,New Mexico,1981,11,11,1331035.0
Polio,New Mexico,1982,7,8,1356188.0
Polio,New Mexico,1983,48,12,1378808.0
Polio,New Mexico,1984,50,12,1399412.0
Polio,New Mexico,1985,50,15,1418565.0
Polio,New Mexico,1986,48,26,1436874.0
Polio,New Mexico,1987,50,13,1454982.0
Polio,New Mexico,1988,39,51,1473568.0
Polio,New Mexico,1989,40,29,1493346.0
Polio,New Mexico,1990,42,22,1515069.0
Polio,New Mexico,1991,47,47,1539342.0
Polio,New Mexico,1992,43,94,1566028.0
Polio,New Mexico,1993,47,42,1594781.0
Polio,New Mexico,1994,49,33,1625235.0
Polio,New Mexico,1995,49,126,1656994.0
Polio,New Mexico,1996,52,60,1689627.0
Polio,New Mexico,1997,48,151,1722670.0
Polio,New Mexico,1998,49,96,1755621.0
Polio,New Mexico,1999,50,184,1787939.0
Polio,New Mexico,2000,50,80,1819046.0
Polio,New Mexico,2001,48,130,1848459.0
Polio,New Mexico,2002,49,178,1876190.0
Polio,New Mexico,2003,44,67,1902391.0
Polio,New Mexico,2004,41,137,1927235.0
Polio,New Mexico,2005,48,140,1950906.0
Polio,New Mexico,2006,47,112,1973608.0
Polio,New Mexico,2007,49,71,1995553.0
Polio,New Mexico,2008,41,65,2016970.0
Polio,New Mexico,2009,46,65,2038095.0
Polio,New Mexico,2010,48,123,2059179.0
Polio,New Mexico,2011,45,178,2080437.0
Polio,New York,1938,51,23715,13343787.0
Polio,New York,1939,52,22013,13406915.0
Polio,New York,1940,51,19125,13479142.0
Polio,New York,1941,51,17747,13564576.0
Polio,New York,1942,51,21160,13663361.0
Polio,New York,1943,52,15510,13774649.0
Polio,New York,1944,52,9040,13897589.0
Polio,New York,1945,52,12928,14031321.0
Polio,New York,1946,52,9110,14174970.0
Polio,New York,1947,51,9751,14327635.0
Polio,New York,1948,52,5994,14488381.0
Polio,New York,1949,52,8865,14656239.0
Polio,New York,1950,51,7533,14830192.0
Polio,New York,1951,48,3578,15009302.0
Polio,New York,1952,48,3135,15193092.0
Polio,New York,1953,49,5363,15381188.0
Polio,New York,1954,52,4930,15573194.0
Polio,New York,1955,51,2513,15768693.0
Polio,New York,1956,0,0,15967244.0
Polio,New York,1957,0,0,16168384.0
Polio,New York,1958,0,0,16371622.0
Polio,New York,1959,0,0,16576443.0
Polio,New York,1960,0,0,16782304.0
Polio,New York,1961,0,0,16988157.0
Polio,New York,1962,0,0,17190958.0
Polio,New York,1963,0,0,17387034.0
Polio,New York,1964,0,0,17572556.0
Polio,New York,1965,0,0,17743562.0
Polio,New York,1966,0,0,17895985.0
Polio,New York,1967,0,0,18025684.0
Polio,New York,1968,0,0,18128492.0
Polio,New York,1969,0,0,18200269.0
Polio,New York,1970,0,0,18236967.0
Polio,New York,1971,0,0,18236388.0
Polio,New York,1972,0,0,18203314.0
Polio,New York,1973,0,0,18144367.0
Polio,New York,1974,22,87,18066218.0
Polio,New York,1975,19,72,17975503.0
Polio,New York,1976,15,63,17878766.0
Polio,New York,1977,20,86,17782428.0
Polio,New York,1978,22,114,17692772.0
Polio,New York,1979,18,72,17615962.0
Polio,New York,1980,17,74,17558072.0
Polio,New York,1981,5,22,17523755.0
Polio,New York,1982,17,82,17512164.0
Polio,New York,1983,47,168,17521154.0
Polio,New York,1984,43,120,17548657.0
Polio,New York,1985,46,130,17592652.0
Polio,New York,1986,41,98,17651150.0
Polio,New York,1987,16,67,17722172.0
Polio,New York,1988,39,215,17803734.0
Polio,New York,1989,27,99,17893839.0
Polio,New York,1990,0,0,17990455.0
Polio,New York,1991,9,59,18091650.0
Polio,New York,1992,33,96,18195984.0
Polio,New York,1993,34,370,18302118.0
Polio,New York,1994,45,347,18408682.0
Polio,New York,1995,44,225,18514274.0
Polio,New York,1996,47,568,18617460.0
Polio,New York,1997,44,123,18716776.0
Polio,New York,1998,31,238,18810729.0
Polio,New York,1999,38,546,18897802.0
Polio,New York,2000,19,212,18976457.0
Polio,New York,2001,35,118,19045556.0
Polio,New York,2002,41,375,19105612.0
Polio,New York,2003,0,0,19157572.0
Polio,New York,2004,30,1319,19202409.0
Polio,New York,2005,43,558,19241109.0
Polio,New York,2006,49,2007,19274679.0
Polio,New York,2007,49,1109,19304134.0
Polio,New York,2008,44,416,19330500.0
Polio,New York,2009,39,283,19354809.0
Polio,New York,2010,38,808,19378102.0
Polio,New York,2011,42,910,19401248.0
Polio,North Carolina,1938,51,14725,3497696.0
Polio,North Carolina,1939,52,10685,3533666.0
Polio,North Carolina,1940,51,7011,3571623.0
Polio,North Carolina,1941,51,10228,3612382.0
Polio,North Carolina,1942,51,6001,3655872.0
Polio,North Carolina,1943,52,8107,3701788.0
Polio,North Carolina,1944,52,6588,3749809.0
Polio,North Carolina,1945,52,5829,3799599.0
Polio,North Carolina,1946,52,3475,3850802.0
Polio,North Carolina,1947,51,2983,3903045.0
Polio,North Carolina,1948,52,2046,3955929.0
Polio,North Carolina,1949,52,1398,4009038.0
Polio,North Carolina,1950,51,3208,4061929.0
Polio,North Carolina,1951,48,1991,4114220.0
Polio,North Carolina,1952,48,1192,4165838.0
Polio,North Carolina,1953,42,221,4216791.0
Polio,North Carolina,1954,52,797,4267092.0
Polio,North Carolina,1955,51,1398,4316755.0
Polio,North Carolina,1956,0,0,4365795.0
Polio,North Carolina,1957,0,0,4414232.0
Polio,North Carolina,1958,0,0,4462088.0
Polio,North Carolina,1959,0,0,4509387.0
Polio,North Carolina,1960,0,0,4556155.0
Polio,North Carolina,1961,0,0,4602494.0
Polio,North Carolina,1962,0,0,4648805.0
Polio,North Carolina,1963,0,0,4695582.0
Polio,North Carolina,1964,0,0,4743339.0
Polio,North Carolina,1965,0,0,4792610.0
Polio,North Carolina,1966,0,0,4843951.0
Polio,North Carolina,1967,0,0,4897944.0
Polio,North Carolina,1968,0,0,4955195.0
Polio,North Carolina,1969,0,0,5016342.0
Polio,North Carolina,1970,0,0,5082059.0
Polio,North Carolina,1971,0,0,5152805.0
Polio,North Carolina,1972,0,0,5228047.0
Polio,North Carolina,1973,0,0,5306964.0
Polio,North Carolina,1974,21,51,5388688.0
Polio,North Carolina,1975,26,46,5472289.0
Polio,North Carolina,1976,26,58,5556784.0
Polio,North Carolina,1977,18,31,5641121.0
Polio,North Carolina,1978,27,46,5724190.0
Polio,North Carolina,1979,18,30,5804815.0
Polio,North Carolina,1980,17,32,5881766.0
Polio,North Carolina,1981,11,12,5954197.0
Polio,North Carolina,1982,22,45,6023017.0
Polio,North Carolina,1983,41,31,6089643.0
Polio,North Carolina,1984,49,37,6155563.0
Polio,North Carolina,1985,51,39,6222335.0
Polio,North Carolina,1986,49,89,6291584.0
Polio,North Carolina,1987,52,117,6365009.0
Polio,North Carolina,1988,51,67,6444390.0
Polio,North Carolina,1989,40,79,6531602.0
Polio,North Carolina,1990,47,78,6628637.0
Polio,North Carolina,1991,45,44,6737074.0
Polio,North Carolina,1992,44,44,6856389.0
Polio,North Carolina,1993,39,202,6985472.0
Polio,North Carolina,1994,49,140,7123139.0
Polio,North Carolina,1995,51,110,7268111.0
Polio,North Carolina,1996,38,131,7418999.0
Polio,North Carolina,1997,44,120,7574287.0
Polio,North Carolina,1998,48,108,7732325.0
Polio,North Carolina,1999,50,94,7891315.0
Polio,North Carolina,2000,52,111,8049313.0
Polio,North Carolina,2001,49,68,8204646.0
Polio,North Carolina,2002,46,38,8357246.0
Polio,North Carolina,2003,46,119,8507499.0
Polio,North Carolina,2004,41,84,8655838.0
Polio,North Carolina,2005,44,104,8802741.0
Polio,North Carolina,2006,50,237,8948728.0
Polio,North Carolina,2007,44,326,9094366.0
Polio,North Carolina,2008,51,79,9240262.0
Polio,North Carolina,2009,50,220,9387070.0
Polio,North Carolina,2010,21,9,9535483.0
Polio,North Carolina,2011,48,163,9686120.0
Polio,North Dakota,1938,51,1413,652141.0
Polio,North Dakota,1939,52,887,646900.0
Polio,North Dakota,1940,51,678,641935.0
Polio,North Dakota,1941,51,881,637398.0
Polio,North Dakota,1942,51,527,633330.0
Polio,North Dakota,1943,52,803,629747.0
Polio,North Dakota,1944,52,456,626664.0
Polio,North Dakota,1945,50,124,624096.0
Polio,North Dakota,1946,25,51,622062.0
Polio,North Dakota,1947,36,383,620579.0
Polio,North Dakota,1948,42,285,619666.0
Polio,North Dakota,1949,37,151,619344.0
Polio,North Dakota,1950,41,327,619636.0
Polio,North Dakota,1951,43,243,620536.0
Polio,North Dakota,1952,39,205,621924.0
Polio,North Dakota,1953,3,3,623651.0
Polio,North Dakota,1954,29,243,625568.0
Polio,North Dakota,1955,48,359,627522.0
Polio,North Dakota,1956,0,0,629361.0
Polio,North Dakota,1957,0,0,630929.0
Polio,North Dakota,1958,0,0,632070.0
Polio,North Dakota,1959,0,0,632628.0
Polio,North Dakota,1960,0,0,632446.0
Polio,North Dakota,1961,0,0,631432.0
Polio,North Dakota,1962,0,0,629744.0
Polio,North Dakota,1963,0,0,627600.0
Polio,North Dakota,1964,0,0,625218.0
Polio,North Dakota,1965,0,0,622812.0
Polio,North Dakota,1966,0,0,620595.0
Polio,North Dakota,1967,0,0,618774.0
Polio,North Dakota,1968,0,0,617557.0
Polio,North Dakota,1969,0,0,617149.0
Polio,North Dakota,1970,0,0,617761.0
Polio,North Dakota,1971,0,0,619530.0
Polio,North Dakota,1972,0,0,622305.0
Polio,North Dakota,1973,0,0,625858.0
Polio,North Dakota,1974,0,0,629961.0
Polio,North Dakota,1975,0,0,634384.0
Polio,North Dakota,1976,0,0,638887.0
Polio,North Dakota,1977,0,0,643226.0
Polio,North Dakota,1978,4,8,647149.0
Polio,North Dakota,1979,0,0,650399.0
Polio,North Dakota,1980,2,3,652717.0
Polio,North Dakota,1981,0,0,653912.0
Polio,North Dakota,1982,0,0,654077.0
Polio,North Dakota,1983,37,3,653381.0
Polio,North Dakota,1984,0,0,651996.0
Polio,North Dakota,1985,48,8,650094.0
Polio,North Dakota,1986,43,6,647847.0
Polio,North Dakota,1987,47,14,645427.0
Polio,North Dakota,1988,50,9,643003.0
Polio,North Dakota,1989,19,1,640739.0
Polio,North Dakota,1990,30,4,638800.0
Polio,North Dakota,1991,36,3,637317.0
Polio,North Dakota,1992,39,13,636298.0
Polio,North Dakota,1993,42,4,635718.0
Polio,North Dakota,1994,32,5,635555.0
Polio,North Dakota,1995,46,7,635789.0
Polio,North Dakota,1996,26,1,636399.0
Polio,North Dakota,1997,46,3,637364.0
Polio,North Dakota,1998,20,42,638665.0
Polio,North Dakota,1999,20,18,640283.0
Polio,North Dakota,2000,44,7,642200.0
Polio,North Dakota,2001,11,5,644395.0
Polio,North Dakota,2002,4,1,646845.0
Polio,North Dakota,2003,31,5,649525.0
Polio,North Dakota,2004,41,751,652411.0
Polio,North Dakota,2005,49,133,655476.0
Polio,North Dakota,2006,47,24,658696.0
Polio,North Dakota,2007,45,10,662044.0
Polio,North Dakota,2008,31,1,665494.0
Polio,North Dakota,2009,38,28,669019.0
Polio,North Dakota,2010,30,58,672591.0
Polio,North Dakota,2011,47,59,676187.0
Polio,Ohio,1938,51,8121,6837749.0
Polio,Ohio,1939,52,8795,6867725.0
Polio,Ohio,1940,51,11045,6907612.0
Polio,Ohio,1941,51,14861,6959617.0
Polio,Ohio,1942,51,10287,7023902.0
Polio,Ohio,1943,52,8568,7100140.0
Polio,Ohio,1944,52,5997,7188043.0
Polio,Ohio,1945,52,7446,7287348.0
Polio,Ohio,1946,52,4337,7397811.0
Polio,Ohio,1947,50,9798,7519199.0
Polio,Ohio,1948,52,3051,7651286.0
Polio,Ohio,1949,52,3696,7793842.0
Polio,Ohio,1950,51,7088,7946627.0
Polio,Ohio,1951,48,1981,8109174.0
Polio,Ohio,1952,47,1707,8280106.0
Polio,Ohio,1953,49,1336,8457700.0
Polio,Ohio,1954,51,2240,8640071.0
Polio,Ohio,1955,51,1863,8825160.0
Polio,Ohio,1956,0,0,9010725.0
Polio,Ohio,1957,0,0,9194333.0
Polio,Ohio,1958,0,0,9373370.0
Polio,Ohio,1959,0,0,9545042.0
Polio,Ohio,1960,0,0,9706398.0
Polio,Ohio,1961,0,0,9854909.0
Polio,Ohio,1962,0,0,9990233.0
Polio,Ohio,1963,0,0,10112669.0
Polio,Ohio,1964,0,0,10222613.0
Polio,Ohio,1965,0,0,10320547.0
Polio,Ohio,1966,0,0,10407031.0
Polio,Ohio,1967,0,0,10482699.0
Polio,Ohio,1968,0,0,10548245.0
Polio,Ohio,1969,0,0,10604419.0
Polio,Ohio,1970,0,0,10652017.0
Polio,Ohio,1971,0,0,10691820.0
Polio,Ohio,1972,0,0,10724428.0
Polio,Ohio,1973,0,0,10750407.0
Polio,Ohio,1974,1,21,10770347.0
Polio,Ohio,1975,12,30,10784850.0
Polio,Ohio,1976,25,71,10794532.0
Polio,Ohio,1977,24,68,10800017.0
Polio,Ohio,1978,33,117,10801937.0
Polio,Ohio,1979,15,91,10800929.0
Polio,Ohio,1980,24,75,10797630.0
Polio,Ohio,1981,22,37,10792749.0
Polio,Ohio,1982,33,97,10787264.0
Polio,Ohio,1983,50,154,10782220.0
Polio,Ohio,1984,49,80,10778661.0
Polio,Ohio,1985,52,121,10777629.0
Polio,Ohio,1986,48,171,10780167.0
Polio,Ohio,1987,52,124,10787323.0
Polio,Ohio,1988,48,61,10800151.0
Polio,Ohio,1989,32,147,10819719.0
Polio,Ohio,1990,44,264,10847115.0
Polio,Ohio,1991,50,120,10883011.0
Polio,Ohio,1992,42,112,10926334.0
Polio,Ohio,1993,50,550,10975568.0
Polio,Ohio,1994,50,165,11029176.0
Polio,Ohio,1995,51,182,11085598.0
Polio,Ohio,1996,48,276,11143245.0
Polio,Ohio,1997,48,161,11200494.0
Polio,Ohio,1998,50,276,11255689.0
Polio,Ohio,1999,49,287,11307142.0
Polio,Ohio,2000,51,361,11353140.0
Polio,Ohio,2001,45,277,11392347.0
Polio,Ohio,2002,49,427,11425030.0
Polio,Ohio,2003,47,313,11451874.0
Polio,Ohio,2004,47,739,11473579.0
Polio,Ohio,2005,50,1116,11490860.0
Polio,Ohio,2006,51,624,11504443.0
Polio,Ohio,2007,52,609,11515059.0
Polio,Ohio,2008,52,781,11523446.0
Polio,Ohio,2009,52,1081,11530347.0
Polio,Ohio,2010,52,1810,11536504.0
Polio,Ohio,2011,51,751,11542540.0
Polio,Oklahoma,1938,51,1748,2369157.0
Polio,Oklahoma,1939,51,424,2352954.0
Polio,Oklahoma,1940,51,573,2336434.0
Polio,Oklahoma,1941,51,1097,2320247.0
Polio,Oklahoma,1942,51,540,2304725.0
Polio,Oklahoma,1943,52,849,2290114.0
Polio,Oklahoma,1944,52,427,2276658.0
Polio,Oklahoma,1945,52,649,2264594.0
Polio,Oklahoma,1946,49,466,2254157.0
Polio,Oklahoma,1947,51,1044,2245579.0
Polio,Oklahoma,1948,47,887,2239094.0
Polio,Oklahoma,1949,45,222,2234938.0
Polio,Oklahoma,1950,50,902,2233351.0
Polio,Oklahoma,1951,48,1031,2234493.0
Polio,Oklahoma,1952,48,688,2238183.0
Polio,Oklahoma,1953,44,230,2244157.0
Polio,Oklahoma,1954,48,221,2252158.0
Polio,Oklahoma,1955,51,861,2261929.0
Polio,Oklahoma,1956,0,0,2273216.0
Polio,Oklahoma,1957,0,0,2285759.0
Polio,Oklahoma,1958,0,0,2299297.0
Polio,Oklahoma,1959,0,0,2313563.0
Polio,Oklahoma,1960,0,0,2328284.0
Polio,Oklahoma,1961,0,0,2343296.0
Polio,Oklahoma,1962,0,0,2358898.0
Polio,Oklahoma,1963,0,0,2375514.0
Polio,Oklahoma,1964,0,0,2393580.0
Polio,Oklahoma,1965,0,0,2413549.0
Polio,Oklahoma,1966,0,0,2435889.0
Polio,Oklahoma,1967,0,0,2461092.0
Polio,Oklahoma,1968,0,0,2489676.0
Polio,Oklahoma,1969,0,0,2522191.0
Polio,Oklahoma,1970,0,0,2559229.0
Polio,Oklahoma,1971,0,0,2601155.0
Polio,Oklahoma,1972,0,0,2647262.0
Polio,Oklahoma,1973,0,0,2696521.0
Polio,Oklahoma,1974,12,19,2747823.0
Polio,Oklahoma,1975,16,29,2799976.0
Polio,Oklahoma,1976,14,26,2851691.0
Polio,Oklahoma,1977,10,16,2901587.0
Polio,Oklahoma,1978,13,15,2948193.0
Polio,Oklahoma,1979,12,18,2989962.0
Polio,Oklahoma,1980,20,29,3025290.0
Polio,Oklahoma,1981,2,2,3053002.0
Polio,Oklahoma,1982,6,7,3073780.0
Polio,Oklahoma,1983,47,331,3088839.0
Polio,Oklahoma,1984,49,155,3099463.0
Polio,Oklahoma,1985,49,107,3106976.0
Polio,Oklahoma,1986,46,131,3112726.0
Polio,Oklahoma,1987,48,172,3118080.0
Polio,Oklahoma,1988,43,69,3124412.0
Polio,Oklahoma,1989,36,66,3133112.0
Polio,Oklahoma,1990,47,75,3145585.0
Polio,Oklahoma,1991,45,49,3162924.0
Polio,Oklahoma,1992,43,49,3184866.0
Polio,Oklahoma,1993,48,103,3210805.0
Polio,Oklahoma,1994,49,35,3240130.0
Polio,Oklahoma,1995,39,45,3272219.0
Polio,Oklahoma,1996,38,18,3306427.0
Polio,Oklahoma,1997,38,47,3342087.0
Polio,Oklahoma,1998,38,31,3378502.0
Polio,Oklahoma,1999,45,11,3414944.0
Polio,Oklahoma,2000,34,40,3450654.0
Polio,Oklahoma,2001,45,27,3485001.0
Polio,Oklahoma,2002,44,65,3517968.0
Polio,Oklahoma,2003,39,90,3549703.0
Polio,Oklahoma,2004,41,32,3580362.0
Polio,Oklahoma,2005,0,0,3610107.0
Polio,Oklahoma,2006,46,29,3639111.0
Polio,Oklahoma,2007,36,48,3667550.0
Polio,Oklahoma,2008,47,55,3695608.0
Polio,Oklahoma,2009,50,77,3723477.0
Polio,Oklahoma,2010,44,92,3751351.0
Polio,Oklahoma,2011,47,43,3779400.0
Polio,Oregon,1938,51,1213,1046817.0
Polio,Oregon,1939,52,1070,1065893.0
Polio,Oregon,1940,51,1056,1089684.0
Polio,Oregon,1941,51,1069,1119047.0
Polio,Oregon,1942,51,1060,1153688.0
Polio,Oregon,1943,52,1288,1192977.0
Polio,Oregon,1944,52,794,1236201.0
Polio,Oregon,1945,52,752,1282541.0
Polio,Oregon,1946,52,818,1331032.0
Polio,Oregon,1947,51,710,1380550.0
Polio,Oregon,1948,50,980,1429791.0
Polio,Oregon,1949,52,1033,1477272.0
Polio,Oregon,1950,50,1371,1521341.0
Polio,Oregon,1951,46,273,1560570.0
Polio,Oregon,1952,47,320,1594959.0
Polio,Oregon,1953,49,908,1624970.0
Polio,Oregon,1954,52,798,1651167.0
Polio,Oregon,1955,51,484,1674198.0
Polio,Oregon,1956,0,0,1694780.0
Polio,Oregon,1957,0,0,1713684.0
Polio,Oregon,1958,0,0,1731726.0
Polio,Oregon,1959,0,0,1749763.0
Polio,Oregon,1960,0,0,1768687.0
Polio,Oregon,1961,0,0,1789299.0
Polio,Oregon,1962,0,0,1811908.0
Polio,Oregon,1963,0,0,1836707.0
Polio,Oregon,1964,0,0,1863903.0
Polio,Oregon,1965,0,0,1893720.0
Polio,Oregon,1966,0,0,1926399.0
Polio,Oregon,1967,0,0,1962204.0
Polio,Oregon,1968,0,0,2001422.0
Polio,Oregon,1969,0,0,2044367.0
Polio,Oregon,1970,0,0,2091385.0
Polio,Oregon,1971,0,0,2142655.0
Polio,Oregon,1972,0,0,2197540.0
Polio,Oregon,1973,0,0,2255122.0
Polio,Oregon,1974,26,50,2314377.0
Polio,Oregon,1975,12,33,2374166.0
Polio,Oregon,1976,7,15,2433231.0
Polio,Oregon,1977,32,347,2490192.0
Polio,Oregon,1978,30,103,2543561.0
Polio,Oregon,1979,8,11,2591750.0
Polio,Oregon,1980,2,2,2633105.0
Polio,Oregon,1981,4,7,2666441.0
Polio,Oregon,1982,0,0,2692647.0
Polio,Oregon,1983,39,9,2713240.0
Polio,Oregon,1984,48,33,2729830.0
Polio,Oregon,1985,49,49,2744096.0
Polio,Oregon,1986,45,17,2757761.0
Polio,Oregon,1987,51,82,2772587.0
Polio,Oregon,1988,50,50,2790374.0
Polio,Oregon,1989,30,14,2812975.0
Polio,Oregon,1990,48,90,2842321.0
Polio,Oregon,1991,47,64,2879922.0
Polio,Oregon,1992,43,45,2925245.0
Polio,Oregon,1993,31,39,2977217.0
Polio,Oregon,1994,47,38,3034716.0
Polio,Oregon,1995,43,56,3096548.0
Polio,Oregon,1996,52,34,3161421.0
Polio,Oregon,1997,47,24,3227933.0
Polio,Oregon,1998,48,81,3294557.0
Polio,Oregon,1999,48,47,3359638.0
Polio,Oregon,2000,49,82,3421399.0
Polio,Oregon,2001,48,46,3478333.0
Polio,Oregon,2002,47,176,3530420.0
Polio,Oregon,2003,44,396,3578065.0
Polio,Oregon,2004,46,522,3621730.0
Polio,Oregon,2005,49,570,3661922.0
Polio,Oregon,2006,48,93,3699187.0
Polio,Oregon,2007,48,98,3734108.0
Polio,Oregon,2008,51,82,3767298.0
Polio,Oregon,2009,46,145,3799399.0
Polio,Oregon,2010,50,163,3831074.0
Polio,Oregon,2011,48,173,3862896.0
Polio,Pennsylvania,1938,50,13622,9851738.0
Polio,Pennsylvania,1939,52,17340,9873244.0
Polio,Pennsylvania,1940,51,20160,9900180.0
Polio,Pennsylvania,1941,50,15164,9934204.0
Polio,Pennsylvania,1942,51,13035,9975256.0
Polio,Pennsylvania,1943,52,12272,10022848.0
Polio,Pennsylvania,1944,52,5875,10076497.0
Polio,Pennsylvania,1945,52,8808,10135718.0
Polio,Pennsylvania,1946,52,6494,10200021.0
